frame_index,flame2_rgb_path,flame2_thermal_path,matched_split
24839,raw\flame2\254p RGB Images\254p RGB Frame (24839).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (24839).jpg,val
24845,raw\flame2\254p RGB Images\254p RGB Frame (24845).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (24845).jpg,val
24912,raw\flame2\254p RGB Images\254p RGB Frame (24912).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (24912).jpg,test
24913,raw\flame2\254p RGB Images\254p RGB Frame (24913).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (24913).jpg,test
24927,raw\flame2\254p RGB Images\254p RGB Frame (24927).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (24927).jpg,test
24988,raw\flame2\254p RGB Images\254p RGB Frame (24988).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (24988).jpg,test
25136,raw\flame2\254p RGB Images\254p RGB Frame (25136).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25136).jpg,test
25176,raw\flame2\254p RGB Images\254p RGB Frame (25176).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25176).jpg,test
25208,raw\flame2\254p RGB Images\254p RGB Frame (25208).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25208).jpg,test
25221,raw\flame2\254p RGB Images\254p RGB Frame (25221).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25221).jpg,test
25229,raw\flame2\254p RGB Images\254p RGB Frame (25229).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25229).jpg,test
25272,raw\flame2\254p RGB Images\254p RGB Frame (25272).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25272).jpg,test
25280,raw\flame2\254p RGB Images\254p RGB Frame (25280).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25280).jpg,test
25328,raw\flame2\254p RGB Images\254p RGB Frame (25328).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25328).jpg,test
25375,raw\flame2\254p RGB Images\254p RGB Frame (25375).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25375).jpg,val
25387,raw\flame2\254p RGB Images\254p RGB Frame (25387).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25387).jpg,val
25455,raw\flame2\254p RGB Images\254p RGB Frame (25455).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25455).jpg,val
25493,raw\flame2\254p RGB Images\254p RGB Frame (25493).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25493).jpg,val
25496,raw\flame2\254p RGB Images\254p RGB Frame (25496).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (25496).jpg,val
26420,raw\flame2\254p RGB Images\254p RGB Frame (26420).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (26420).jpg,val
26454,raw\flame2\254p RGB Images\254p RGB Frame (26454).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (26454).jpg,val
26467,raw\flame2\254p RGB Images\254p RGB Frame (26467).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (26467).jpg,val
26554,raw\flame2\254p RGB Images\254p RGB Frame (26554).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (26554).jpg,val
26793,raw\flame2\254p RGB Images\254p RGB Frame (26793).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (26793).jpg,val
28024,raw\flame2\254p RGB Images\254p RGB Frame (28024).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (28024).jpg,val
28051,raw\flame2\254p RGB Images\254p RGB Frame (28051).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (28051).jpg,val
28075,raw\flame2\254p RGB Images\254p RGB Frame (28075).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (28075).jpg,val
28098,raw\flame2\254p RGB Images\254p RGB Frame (28098).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (28098).jpg,val
28132,raw\flame2\254p RGB Images\254p RGB Frame (28132).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (28132).jpg,val
29071,raw\flame2\254p RGB Images\254p RGB Frame (29071).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (29071).jpg,val
29153,raw\flame2\254p RGB Images\254p RGB Frame (29153).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (29153).jpg,val
29202,raw\flame2\254p RGB Images\254p RGB Frame (29202).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (29202).jpg,val
29439,raw\flame2\254p RGB Images\254p RGB Frame (29439).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (29439).jpg,val
29446,raw\flame2\254p RGB Images\254p RGB Frame (29446).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (29446).jpg,val
30217,raw\flame2\254p RGB Images\254p RGB Frame (30217).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (30217).jpg,val
30258,raw\flame2\254p RGB Images\254p RGB Frame (30258).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (30258).jpg,val
30450,raw\flame2\254p RGB Images\254p RGB Frame (30450).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (30450).jpg,val
30704,raw\flame2\254p RGB Images\254p RGB Frame (30704).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (30704).jpg,val
30733,raw\flame2\254p RGB Images\254p RGB Frame (30733).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (30733).jpg,val
31800,raw\flame2\254p RGB Images\254p RGB Frame (31800).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (31800).jpg,val
31805,raw\flame2\254p RGB Images\254p RGB Frame (31805).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (31805).jpg,val
31874,raw\flame2\254p RGB Images\254p RGB Frame (31874).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (31874).jpg,val
31909,raw\flame2\254p RGB Images\254p RGB Frame (31909).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (31909).jpg,val
31964,raw\flame2\254p RGB Images\254p RGB Frame (31964).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (31964).jpg,val
32914,raw\flame2\254p RGB Images\254p RGB Frame (32914).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (32914).jpg,val
32934,raw\flame2\254p RGB Images\254p RGB Frame (32934).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (32934).jpg,val
32956,raw\flame2\254p RGB Images\254p RGB Frame (32956).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (32956).jpg,val
32964,raw\flame2\254p RGB Images\254p RGB Frame (32964).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (32964).jpg,val
32989,raw\flame2\254p RGB Images\254p RGB Frame (32989).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (32989).jpg,val
34487,raw\flame2\254p RGB Images\254p RGB Frame (34487).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (34487).jpg,val
34495,raw\flame2\254p RGB Images\254p RGB Frame (34495).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (34495).jpg,val
34518,raw\flame2\254p RGB Images\254p RGB Frame (34518).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (34518).jpg,val
34560,raw\flame2\254p RGB Images\254p RGB Frame (34560).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (34560).jpg,val
34576,raw\flame2\254p RGB Images\254p RGB Frame (34576).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (34576).jpg,val
35482,raw\flame2\254p RGB Images\254p RGB Frame (35482).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (35482).jpg,val
35513,raw\flame2\254p RGB Images\254p RGB Frame (35513).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (35513).jpg,val
35594,raw\flame2\254p RGB Images\254p RGB Frame (35594).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (35594).jpg,val
35688,raw\flame2\254p RGB Images\254p RGB Frame (35688).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (35688).jpg,val
35751,raw\flame2\254p RGB Images\254p RGB Frame (35751).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (35751).jpg,val
36677,raw\flame2\254p RGB Images\254p RGB Frame (36677).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (36677).jpg,val
36748,raw\flame2\254p RGB Images\254p RGB Frame (36748).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (36748).jpg,val
36769,raw\flame2\254p RGB Images\254p RGB Frame (36769).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (36769).jpg,val
36949,raw\flame2\254p RGB Images\254p RGB Frame (36949).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (36949).jpg,val
36963,raw\flame2\254p RGB Images\254p RGB Frame (36963).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (36963).jpg,val
37740,raw\flame2\254p RGB Images\254p RGB Frame (37740).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (37740).jpg,val
37768,raw\flame2\254p RGB Images\254p RGB Frame (37768).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (37768).jpg,val
37773,raw\flame2\254p RGB Images\254p RGB Frame (37773).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (37773).jpg,val
37813,raw\flame2\254p RGB Images\254p RGB Frame (37813).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (37813).jpg,val
37916,raw\flame2\254p RGB Images\254p RGB Frame (37916).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (37916).jpg,val
39112,raw\flame2\254p RGB Images\254p RGB Frame (39112).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (39112).jpg,val
39114,raw\flame2\254p RGB Images\254p RGB Frame (39114).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (39114).jpg,val
39135,raw\flame2\254p RGB Images\254p RGB Frame (39135).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (39135).jpg,val
39174,raw\flame2\254p RGB Images\254p RGB Frame (39174).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (39174).jpg,val
39277,raw\flame2\254p RGB Images\254p RGB Frame (39277).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (39277).jpg,val
40315,raw\flame2\254p RGB Images\254p RGB Frame (40315).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (40315).jpg,val
40339,raw\flame2\254p RGB Images\254p RGB Frame (40339).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (40339).jpg,val
40346,raw\flame2\254p RGB Images\254p RGB Frame (40346).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (40346).jpg,val
40349,raw\flame2\254p RGB Images\254p RGB Frame (40349).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (40349).jpg,val
40374,raw\flame2\254p RGB Images\254p RGB Frame (40374).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (40374).jpg,val
41305,raw\flame2\254p RGB Images\254p RGB Frame (41305).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (41305).jpg,val
41393,raw\flame2\254p RGB Images\254p RGB Frame (41393).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (41393).jpg,val
41412,raw\flame2\254p RGB Images\254p RGB Frame (41412).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (41412).jpg,val
41465,raw\flame2\254p RGB Images\254p RGB Frame (41465).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (41465).jpg,val
41476,raw\flame2\254p RGB Images\254p RGB Frame (41476).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (41476).jpg,val
41962,raw\flame2\254p RGB Images\254p RGB Frame (41962).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (41962).jpg,val
41970,raw\flame2\254p RGB Images\254p RGB Frame (41970).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (41970).jpg,val
41990,raw\flame2\254p RGB Images\254p RGB Frame (41990).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (41990).jpg,val
42000,raw\flame2\254p RGB Images\254p RGB Frame (42000).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (42000).jpg,val
42038,raw\flame2\254p RGB Images\254p RGB Frame (42038).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (42038).jpg,val
42886,raw\flame2\254p RGB Images\254p RGB Frame (42886).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (42886).jpg,val
42898,raw\flame2\254p RGB Images\254p RGB Frame (42898).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (42898).jpg,val
42920,raw\flame2\254p RGB Images\254p RGB Frame (42920).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (42920).jpg,val
43025,raw\flame2\254p RGB Images\254p RGB Frame (43025).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (43025).jpg,val
43125,raw\flame2\254p RGB Images\254p RGB Frame (43125).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (43125).jpg,val
44056,raw\flame2\254p RGB Images\254p RGB Frame (44056).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (44056).jpg,val
44063,raw\flame2\254p RGB Images\254p RGB Frame (44063).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (44063).jpg,val
44080,raw\flame2\254p RGB Images\254p RGB Frame (44080).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (44080).jpg,val
44082,raw\flame2\254p RGB Images\254p RGB Frame (44082).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (44082).jpg,val
44155,raw\flame2\254p RGB Images\254p RGB Frame (44155).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (44155).jpg,val
44738,raw\flame2\254p RGB Images\254p RGB Frame (44738).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (44738).jpg,val
44783,raw\flame2\254p RGB Images\254p RGB Frame (44783).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (44783).jpg,val
44786,raw\flame2\254p RGB Images\254p RGB Frame (44786).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (44786).jpg,val
44801,raw\flame2\254p RGB Images\254p RGB Frame (44801).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (44801).jpg,val
44825,raw\flame2\254p RGB Images\254p RGB Frame (44825).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (44825).jpg,val
45771,raw\flame2\254p RGB Images\254p RGB Frame (45771).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (45771).jpg,val
45802,raw\flame2\254p RGB Images\254p RGB Frame (45802).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (45802).jpg,val
46026,raw\flame2\254p RGB Images\254p RGB Frame (46026).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46026).jpg,val
46031,raw\flame2\254p RGB Images\254p RGB Frame (46031).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46031).jpg,val
46048,raw\flame2\254p RGB Images\254p RGB Frame (46048).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46048).jpg,val
46538,raw\flame2\254p RGB Images\254p RGB Frame (46538).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46538).jpg,test
46606,raw\flame2\254p RGB Images\254p RGB Frame (46606).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46606).jpg,test
46623,raw\flame2\254p RGB Images\254p RGB Frame (46623).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46623).jpg,test
46691,raw\flame2\254p RGB Images\254p RGB Frame (46691).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46691).jpg,test
46776,raw\flame2\254p RGB Images\254p RGB Frame (46776).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46776).jpg,test
46787,raw\flame2\254p RGB Images\254p RGB Frame (46787).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46787).jpg,val
46806,raw\flame2\254p RGB Images\254p RGB Frame (46806).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46806).jpg,val
46830,raw\flame2\254p RGB Images\254p RGB Frame (46830).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46830).jpg,val
46889,raw\flame2\254p RGB Images\254p RGB Frame (46889).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46889).jpg,val
46917,raw\flame2\254p RGB Images\254p RGB Frame (46917).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46917).jpg,val
46937,raw\flame2\254p RGB Images\254p RGB Frame (46937).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46937).jpg,test
46956,raw\flame2\254p RGB Images\254p RGB Frame (46956).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46956).jpg,test
46967,raw\flame2\254p RGB Images\254p RGB Frame (46967).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (46967).jpg,test
47028,raw\flame2\254p RGB Images\254p RGB Frame (47028).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47028).jpg,test
47076,raw\flame2\254p RGB Images\254p RGB Frame (47076).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47076).jpg,test
47221,raw\flame2\254p RGB Images\254p RGB Frame (47221).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47221).jpg,test
47243,raw\flame2\254p RGB Images\254p RGB Frame (47243).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47243).jpg,test
47249,raw\flame2\254p RGB Images\254p RGB Frame (47249).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47249).jpg,test
47267,raw\flame2\254p RGB Images\254p RGB Frame (47267).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47267).jpg,test
47383,raw\flame2\254p RGB Images\254p RGB Frame (47383).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47383).jpg,test
47394,raw\flame2\254p RGB Images\254p RGB Frame (47394).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47394).jpg,test
47490,raw\flame2\254p RGB Images\254p RGB Frame (47490).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47490).jpg,test
47566,raw\flame2\254p RGB Images\254p RGB Frame (47566).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47566).jpg,test
47581,raw\flame2\254p RGB Images\254p RGB Frame (47581).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47581).jpg,test
47598,raw\flame2\254p RGB Images\254p RGB Frame (47598).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47598).jpg,test
47621,raw\flame2\254p RGB Images\254p RGB Frame (47621).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47621).jpg,val
47643,raw\flame2\254p RGB Images\254p RGB Frame (47643).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47643).jpg,val
47647,raw\flame2\254p RGB Images\254p RGB Frame (47647).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47647).jpg,val
47700,raw\flame2\254p RGB Images\254p RGB Frame (47700).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47700).jpg,val
47771,raw\flame2\254p RGB Images\254p RGB Frame (47771).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47771).jpg,val
47777,raw\flame2\254p RGB Images\254p RGB Frame (47777).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47777).jpg,test
47850,raw\flame2\254p RGB Images\254p RGB Frame (47850).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47850).jpg,test
47890,raw\flame2\254p RGB Images\254p RGB Frame (47890).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47890).jpg,test
47932,raw\flame2\254p RGB Images\254p RGB Frame (47932).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (47932).jpg,test
48021,raw\flame2\254p RGB Images\254p RGB Frame (48021).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48021).jpg,test
48050,raw\flame2\254p RGB Images\254p RGB Frame (48050).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48050).jpg,test
48102,raw\flame2\254p RGB Images\254p RGB Frame (48102).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48102).jpg,test
48182,raw\flame2\254p RGB Images\254p RGB Frame (48182).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48182).jpg,test
48229,raw\flame2\254p RGB Images\254p RGB Frame (48229).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48229).jpg,test
48262,raw\flame2\254p RGB Images\254p RGB Frame (48262).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48262).jpg,test
48358,raw\flame2\254p RGB Images\254p RGB Frame (48358).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48358).jpg,test
48376,raw\flame2\254p RGB Images\254p RGB Frame (48376).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48376).jpg,test
48462,raw\flame2\254p RGB Images\254p RGB Frame (48462).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48462).jpg,test
48576,raw\flame2\254p RGB Images\254p RGB Frame (48576).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48576).jpg,test
48597,raw\flame2\254p RGB Images\254p RGB Frame (48597).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48597).jpg,test
48683,raw\flame2\254p RGB Images\254p RGB Frame (48683).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48683).jpg,test
48759,raw\flame2\254p RGB Images\254p RGB Frame (48759).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48759).jpg,val
48796,raw\flame2\254p RGB Images\254p RGB Frame (48796).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48796).jpg,val
48841,raw\flame2\254p RGB Images\254p RGB Frame (48841).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48841).jpg,val
48861,raw\flame2\254p RGB Images\254p RGB Frame (48861).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (48861).jpg,val
49016,raw\flame2\254p RGB Images\254p RGB Frame (49016).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49016).jpg,val
49053,raw\flame2\254p RGB Images\254p RGB Frame (49053).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49053).jpg,test
49154,raw\flame2\254p RGB Images\254p RGB Frame (49154).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49154).jpg,test
49316,raw\flame2\254p RGB Images\254p RGB Frame (49316).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49316).jpg,test
49324,raw\flame2\254p RGB Images\254p RGB Frame (49324).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49324).jpg,test
49344,raw\flame2\254p RGB Images\254p RGB Frame (49344).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49344).jpg,test
49351,raw\flame2\254p RGB Images\254p RGB Frame (49351).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49351).jpg,test
49373,raw\flame2\254p RGB Images\254p RGB Frame (49373).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49373).jpg,test
49393,raw\flame2\254p RGB Images\254p RGB Frame (49393).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49393).jpg,test
49434,raw\flame2\254p RGB Images\254p RGB Frame (49434).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49434).jpg,test
49456,raw\flame2\254p RGB Images\254p RGB Frame (49456).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49456).jpg,test
49581,raw\flame2\254p RGB Images\254p RGB Frame (49581).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49581).jpg,test
49613,raw\flame2\254p RGB Images\254p RGB Frame (49613).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49613).jpg,test
49673,raw\flame2\254p RGB Images\254p RGB Frame (49673).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49673).jpg,test
49731,raw\flame2\254p RGB Images\254p RGB Frame (49731).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49731).jpg,test
49766,raw\flame2\254p RGB Images\254p RGB Frame (49766).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49766).jpg,test
49872,raw\flame2\254p RGB Images\254p RGB Frame (49872).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49872).jpg,test
49917,raw\flame2\254p RGB Images\254p RGB Frame (49917).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49917).jpg,val
49962,raw\flame2\254p RGB Images\254p RGB Frame (49962).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (49962).jpg,val
50011,raw\flame2\254p RGB Images\254p RGB Frame (50011).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50011).jpg,val
50057,raw\flame2\254p RGB Images\254p RGB Frame (50057).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50057).jpg,val
50181,raw\flame2\254p RGB Images\254p RGB Frame (50181).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50181).jpg,val
50185,raw\flame2\254p RGB Images\254p RGB Frame (50185).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50185).jpg,test
50271,raw\flame2\254p RGB Images\254p RGB Frame (50271).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50271).jpg,test
50274,raw\flame2\254p RGB Images\254p RGB Frame (50274).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50274).jpg,test
50396,raw\flame2\254p RGB Images\254p RGB Frame (50396).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50396).jpg,test
50410,raw\flame2\254p RGB Images\254p RGB Frame (50410).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50410).jpg,test
50427,raw\flame2\254p RGB Images\254p RGB Frame (50427).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50427).jpg,test
50473,raw\flame2\254p RGB Images\254p RGB Frame (50473).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50473).jpg,test
50484,raw\flame2\254p RGB Images\254p RGB Frame (50484).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50484).jpg,test
50554,raw\flame2\254p RGB Images\254p RGB Frame (50554).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50554).jpg,test
50657,raw\flame2\254p RGB Images\254p RGB Frame (50657).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50657).jpg,test
50671,raw\flame2\254p RGB Images\254p RGB Frame (50671).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50671).jpg,test
50672,raw\flame2\254p RGB Images\254p RGB Frame (50672).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50672).jpg,test
50803,raw\flame2\254p RGB Images\254p RGB Frame (50803).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50803).jpg,test
50816,raw\flame2\254p RGB Images\254p RGB Frame (50816).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50816).jpg,test
50865,raw\flame2\254p RGB Images\254p RGB Frame (50865).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50865).jpg,test
50904,raw\flame2\254p RGB Images\254p RGB Frame (50904).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (50904).jpg,val
51140,raw\flame2\254p RGB Images\254p RGB Frame (51140).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51140).jpg,val
51168,raw\flame2\254p RGB Images\254p RGB Frame (51168).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51168).jpg,val
51231,raw\flame2\254p RGB Images\254p RGB Frame (51231).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51231).jpg,val
51255,raw\flame2\254p RGB Images\254p RGB Frame (51255).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51255).jpg,val
51279,raw\flame2\254p RGB Images\254p RGB Frame (51279).jpg,raw\flame2\254p Thermal Images\254p Thermal Frame (51279).jpg,test
